epoch,train_loss,val_loss
119,0.000426241711668101,0.0013156835193512961
120,0.0004863082111923076,0.0011951951164519414
121,0.0005794257101822748,0.0011425990087445825
122,0.0003893480429218875,0.0013172766630304977
123,0.0005068072916603544,0.0012192152425996028
124,0.000615000976217238,0.0010952209195238538
125,0.0005558112259475618,0.0013425740180537105
126,0.0006116921108009086,0.0012849619743064977
127,0.0005689970809423054,0.0011026497522834688
128,0.000584353460807405,0.0012520463424152695
129,0.0006949707167223096,0.0020122025453019887
130,0.0009747181013355859,0.0018878319824580103
131,0.0011433640546682808,0.0010627139781718142
132,0.0007032422929316656,0.001206886925501749
133,0.0005962058688358715,0.0015616141899954528
134,0.0006907594595557182,0.0018055713080684654
135,0.0006796789109810359,0.0023978141107363626
136,0.0007034653988537482,0.0010517435293877497
137,0.00040243710949046846,0.0010976937774103135
138,0.00041566170936372754,0.0011531097552506253
139,0.0003843625151300027,0.001044297321641352
140,0.00040567640017899167,0.0011021862010238692
141,0.0007380331169568106,0.0012502703757490963
142,0.0004981415863262049,0.0010577491848380305
143,0.00033182530508687097,0.0008783224766375497
144,0.0003523538236752049,0.0013535357793443836
145,0.0003618682130763773,0.0012074995538569055
146,0.0003603607037803158,0.0012582570197992027
147,0.00046971612351222173,0.0013489869234035723
148,0.001046062498870823,0.0017748222744558007
149,0.0007339973251671634,0.0013815955753671005
150,0.0006154895713229456,0.0012027232587570325
151,0.0006292976193233497,0.00136857912002597
152,0.0008610393027386939,0.0021869081392651424
153,0.0012680725647240048,0.0014741118939127773
154,0.0006989939073618087,0.0019808702782029286
155,0.0019448743648050975,0.0021949479851173237
156,0.0010118619053779792,0.0016487926186528057
157,0.0007972203521704716,0.0014733410062035546
158,0.0006234111125296396,0.0015799711545696482
159,0.0005676602466135389,0.001463764077925589
160,0.0007211878449500849,0.0012510722008300945
161,0.0005302863371778383,0.0008186128397937864
162,0.0004352489712699834,0.0010973961834679358
163,0.0004800297053103956,0.0012493950998759829
164,0.0005697147175346294,0.0019730973508558236
165,0.0006506414170467502,0.0015247302508214489
166,0.0007753048177821458,0.0011609228458837606
167,0.0009887440553736975,0.002045278233708814
168,0.0007247524651271912,0.000935561052756384
169,0.00044817268402160454,0.0010135114134754986
170,0.00043024462461794936,0.0014184677856974304
171,0.0007221608203609423,0.010878016531933099
172,0.004378940821172566,0.0047022497456055135
173,0.00249763942297755,0.001864793652202934
174,0.0014370010491499368,0.002264528098748997
175,0.0008910838021418183,0.0015919778525130823
176,0.000616942107929693,0.0013947514962637797
177,0.0007366456548980852,0.0017456607238273136
178,0.0010777966061949781,0.0009534686760162003
179,0.0004143107693784663,0.001699262167676352
180,0.0010987970761359772,0.001136838662205264
181,0.0005316613484562064,0.0010162746912101284
182,0.00046626122639281675,0.0009385043158545159
183,0.0005934334153102504,0.0010309826393495314
184,0.00036487804835713986,0.000944595602049958
185,0.00038978412946259294,0.0008581420115660876
186,0.0003733120906367225,0.0011002407263731584
187,0.00044102874138237286,0.002240038913441822
188,0.0014218651461609018,0.0012538762457552366
189,0.0004291232503924726,0.0011934782523894683
190,0.00035195810536000255,0.0011568694317247719
191,0.00046295062444793683,0.001264781087229494
192,0.00032221029202143353,0.0008306245726998895
193,0.00034730889051893935,0.0009206651666318066
194,0.00042434939273840026,0.0011319408076815307
195,0.00036914938714795024,0.000971588036918547
196,0.000787475097038421,0.001223322811711114
197,0.0005653918326263212,0.000920693863008637
198,0.0004933309901389293,0.001170828407339286
199,0.0006945888364700497,0.001323220189078711
200,0.0004994353407204875,0.0010112994641531259
201,0.00046277542747298465,0.0011578788617043756
